Revise from: 0210344 Bypass 1 Cor Art from Cor Vn w Drug-elut Intralum, Perc      Bypass Coronary Artery, One Site from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise to:   0210344 Bypass 1 Cor Art from Cor V w Drug-elut Intralum, Perc       Bypass Coronary Artery, One Site from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise from: 02103D4 Bypass 1 Cor Art from Cor Vn w Intralum Dev, Perc            Bypass Coronary Artery, One Site from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise to:   02103D4 Bypass 1 Cor Art from Cor V with Intralum Dev, Perc Approach Bypass Coronary Artery, One Site from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise from: 0210444 Bypass 1 Cor Art from Cor Vn w Drug-elut Intralum, Perc Endo Bypass Coronary Artery, One Site from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   0210444 Bypass 1 Cor Art from Cor V w Drug-elut Intralum, Perc Endo  Bypass Coronary Artery, One Site from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 02104D4 Bypass 1 Cor Art from Cor Vn w Intralum Dev, Perc Endo       Bypass Coronary Artery, One Site from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   02104D4 Bypass 1 Cor Art from Cor V w Intralum Dev, Perc Endo        Bypass Coronary Artery, One Site from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 0211344 Bypass 2 Cor Art from Cor Vn w Drug-elut Intralum, Perc      Bypass Coronary Artery, Two Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise to:   0211344 Bypass 2 Cor Art from Cor V w Drug-elut Intralum, Perc       Bypass Coronary Artery, Two Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise from: 02113D4 Bypass 2 Cor Art from Cor Vn w Intralum Dev, Perc            Bypass Coronary Artery, Two Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise to:   02113D4 Bypass 2 Cor Art from Cor V with Intralum Dev, Perc Approach Bypass Coronary Artery, Two Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise from: 0211444 Bypass 2 Cor Art from Cor Vn w Drug-elut Intralum, Perc Endo Bypass Coronary Artery, Two Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   0211444 Bypass 2 Cor Art from Cor V w Drug-elut Intralum, Perc Endo  Bypass Coronary Artery, Two Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 02114D4 Bypass 2 Cor Art from Cor Vn w Intralum Dev, Perc Endo       Bypass Coronary Artery, Two Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   02114D4 Bypass 2 Cor Art from Cor V w Intralum Dev, Perc Endo        Bypass Coronary Artery, Two Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 0212344 Bypass 3 Cor Art from Cor Vn w Drug-elut Intralum, Perc      Bypass Coronary Artery, Three Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise to:   0212344 Bypass 3 Cor Art from Cor V w Drug-elut Intralum, Perc       Bypass Coronary Artery, Three Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise from: 02123D4 Bypass 3 Cor Art from Cor Vn w Intralum Dev, Perc            Bypass Coronary Artery, Three Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise to:   02123D4 Bypass 3 Cor Art from Cor V with Intralum Dev, Perc Approach Bypass Coronary Artery, Three Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise from: 0212444 Bypass 3 Cor Art from Cor Vn w Drug-elut Intralum, Perc Endo Bypass Coronary Artery, Three Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   0212444 Bypass 3 Cor Art from Cor V w Drug-elut Intralum, Perc Endo  Bypass Coronary Artery, Three Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 02124D4 Bypass 3 Cor Art from Cor Vn w Intralum Dev, Perc Endo       Bypass Coronary Artery, Three Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   02124D4 Bypass 3 Cor Art from Cor V w Intralum Dev, Perc Endo        Bypass Coronary Artery, Three Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 0213344 Bypass 4+ Cor Art from Cor Vn w Drug-elut Intralum, Perc     Bypass Coronary Artery, Four or More Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise to:   0213344 Bypass 4+ Cor Art from Cor V w Drug-elut Intralum, Perc      Bypass Coronary Artery, Four or More Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach
Revise from: 02133D4 Bypass 4+ Cor Art from Cor Vn w Intralum Dev, Perc           Bypass Coronary Artery, Four or More Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise to:   02133D4 Bypass 4+ Cor Art from Cor V w Intralum Dev, Perc            Bypass Coronary Artery, Four or More Sites from Coronary Vein with Intraluminal Device, Percutaneous Approach
Revise from: 0213444 Bypass 4+ Cor Art from Cor Vn w Drug-elut Intralum, Perc End Bypass Coronary Artery, Four or More Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   0213444 Bypass 4+ Cor Art from Cor V w Drug-elut Intralum, Perc Endo Bypass Coronary Artery, Four or More Sites from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 02134D4 Bypass 4+ Cor Art from Cor Vn w Intralum Dev, Perc Endo      Bypass Coronary Artery, Four or More Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise to:   02134D4 Bypass 4+ Cor Art from Cor V w Intralum Dev, Perc Endo       Bypass Coronary Artery, Four or More Sites from Coronary Vein with Intraluminal Device, Percutaneous Endoscopic Approach
Revise from: 041K09H Bypass R Femor Art to R Femor A with Autol Vn, Open Approach Bypass Right Femoral Artery to Right Femoral Artery with Autologous Venous Tissue, Open Approach
Revise to:   041K0JJ Bypass R Fem Art to L Femor A with Synth Sub, Open Approach  Bypass Right Femoral Artery to Left Femoral Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JK Bypass R Femor Art to B Femor A w Synth Sub, Open            Bypass Right Femoral Artery to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach
Revise to:   041K0JK Bypass R Fem Art to B Femor A with Synth Sub, Open Approach  Bypass Right Femoral Artery to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach
Revise from: 041K0JL Bypass R Femor Art to Poplit Art w Synth Sub, Open           Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach
Revise to:   041K0JL Bypass R Fem Art to Poplit Art with Synth Sub, Open Approach Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JM Bypass R Femor Art to Peron Art w Synth Sub, Open            Bypass Right Femoral Artery to Peroneal Artery with Synthetic Substitute, Open Approach
Revise to:   041K0JM Bypass R Fem Art to Peron Art with Synth Sub, Open Approach  Bypass Right Femoral Artery to Peroneal Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JN Bypass R Femor Art to Post Tib Art w Synth Sub, Open         Bypass Right Femoral Artery to Posterior Tibial Artery with Synthetic Substitute, Open Approach
Revise to:   041K0JN Bypass R Fem Art to Post Tib Art w Synth Sub, Open           Bypass Right Femoral Artery to Posterior Tibial Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JP Bypass R Femor Art to Foot Art with Synth Sub, Open Approach Bypass Right Femoral Artery to Foot Artery with Synthetic Substitute, Open Approach
Revise to:   041K0JP Bypass R Fem Art to Foot Art with Synth Sub, Open Approach   Bypass Right Femoral Artery to Foot Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JQ Bypass R Femor Art to Low Ex Art w Synth Sub, Open           Bypass Right Femoral Artery to Lower Extremity Artery with Synthetic Substitute, Open Approach
Revise to:   041K0JQ Bypass R Fem Art to Low Ex Art with Synth Sub, Open Approach Bypass Right Femoral Artery to Lower Extremity Artery with Synthetic Substitute, Open Approach
Revise from: 041K0JS Bypass R Femor Art to Low Ex Vein w Synth Sub, Open          Bypass Right Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach
Revise to:   041K0JS Bypass R Fem Art to Low Ex Vein w Synth Sub, Open            Bypass Right Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach
Revise from: 041K0KH Bypass R Femor Art to R Femor A w Nonaut Sub, Open           Bypass Right Femoral Artery to Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KH Bypass R Fem Art to R Femor A with Nonaut Sub, Open Approach Bypass Right Femoral Artery to Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KJ Bypass R Femor Art to L Femor A w Nonaut Sub, Open           Bypass Right Femoral Artery to Left Femoral Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KJ Bypass R Fem Art to L Femor A with Nonaut Sub, Open Approach Bypass Right Femoral Artery to Left Femoral Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KK Bypass R Femor Art to B Femor A w Nonaut Sub, Open           Bypass Right Femoral Artery to Bilateral Femoral Arteries with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KK Bypass R Fem Art to B Femor A with Nonaut Sub, Open Approach Bypass Right Femoral Artery to Bilateral Femoral Arteries with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KL Bypass R Femor Art to Poplit Art w Nonaut Sub, Open          Bypass Right Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KL Bypass R Fem Art to Poplit Art w Nonaut Sub, Open            Bypass Right Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KM Bypass R Femor Art to Peron Art w Nonaut Sub, Open           Bypass Right Femoral Artery to Peroneal Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KM Bypass R Fem Art to Peron Art with Nonaut Sub, Open Approach Bypass Right Femoral Artery to Peroneal Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KN Bypass R Femor Art to Post Tib Art w Nonaut Sub, Open        Bypass Right Femoral Artery to Posterior Tibial Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KN Bypass R Fem Art to Post Tib Art w Nonaut Sub, Open          Bypass Right Femoral Artery to Posterior Tibial Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KP Bypass R Femor Art to Foot Art w Nonaut Sub, Open            Bypass Right Femoral Artery to Foot Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KP Bypass R Fem Art to Foot Art with Nonaut Sub, Open Approach  Bypass Right Femoral Artery to Foot Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KQ Bypass R Femor Art to Low Ex Art w Nonaut Sub, Open          Bypass Right Femoral Artery to Lower Extremity Artery with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KQ Bypass R Fem Art to Low Ex Art w Nonaut Sub, Open            Bypass Right Femoral Artery to Lower Extremity Artery with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K0KS Bypass R Femor Art to Low Ex Vein w Nonaut Sub, Open         Bypass Right Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach
Revise to:   041K0KS Bypass R Fem Art to Low Ex Vein w Nonaut Sub, Open           Bypass Right Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach
Revise from: 041K49H Bypass R Femor Art to R Femor A w Autol Vn, Perc Endo        Bypass Right Femoral Artery to Right Femoral Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49H Bypass R Fem Art to R Femor A w Autol Vn, Perc Endo          Bypass Right Femoral Artery to Right Femoral Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49J Bypass R Femor Art to L Femor A w Autol Vn, Perc Endo        Bypass Right Femoral Artery to Left Femoral Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49J Bypass R Fem Art to L Femor A w Autol Vn, Perc Endo          Bypass Right Femoral Artery to Left Femoral Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49K Bypass R Femor Art to B Femor A w Autol Vn, Perc Endo        Bypass Right Femoral Artery to Bilateral Femoral Arteries with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49K Bypass R Fem Art to B Femor A w Autol Vn, Perc Endo          Bypass Right Femoral Artery to Bilateral Femoral Arteries with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49L Bypass R Femor Art to Poplit Art w Autol Vn, Perc Endo       Bypass Right Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49L Bypass R Fem Art to Poplit Art w Autol Vn, Perc Endo         Bypass Right Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49M Bypass R Femor Art to Peron Art w Autol Vn, Perc Endo        Bypass Right Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49M Bypass R Fem Art to Peron Art w Autol Vn, Perc Endo          Bypass Right Femoral Artery to Peroneal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49N Bypass R Femor Art to Post Tib Art w Autol Vn, Perc Endo     Bypass Right Femoral Artery to Posterior Tibial Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49N Bypass R Fem Art to Post Tib Art w Autol Vn, Perc Endo       Bypass Right Femoral Artery to Posterior Tibial Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49P Bypass R Femor Art to Foot Art w Autol Vn, Perc Endo         Bypass Right Femoral Artery to Foot Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49P Bypass R Fem Art to Foot Art w Autol Vn, Perc Endo           Bypass Right Femoral Artery to Foot Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49Q Bypass R Femor Art to Low Ex Art w Autol Vn, Perc Endo       Bypass Right Femoral Artery to Lower Extremity Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49Q Bypass R Fem Art to Low Ex Art w Autol Vn, Perc Endo         Bypass Right Femoral Artery to Lower Extremity Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise from: 041K49S Bypass R Femor Art to Low Ex Vein w Autol Vn, Perc Endo      Bypass Right Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach
Revise to:   041K49S Bypass R Fem Art to Low Ex Vein w Autol Vn, Perc Endo        Bypass Right Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach
